Short Country	Long Country	Holiday	Long Date	Short Date	Description
ML	Mali	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday, or Pentecost Monday, is a Christian holiday that falls on the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
ML	Mali	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Mali (Bamako)
ML	Mali	Ashura Holiday	"Sunday, July 6, 2025"	6-Jul-25	Ashura Holiday is a public holiday in Mali
ML	Mali	The Prophet's Birthday	"Friday, September 5, 2025"	5-Sep-25	"Mawlid, or Milad, marks the birth of the Islamic prophet Muhammed, or Mohamed, in the year 570 of the Gregorian calendar."
ML	Mali	Baptism of the Prophet	"Thursday, September 11, 2025"	11-Sep-25	Baptism of the Prophet is a public holiday in Mali
ML	Mali	Independence Day	"Monday, September 22, 2025"	22-Sep-25	Independence Day is a public holiday in Mali
ML	Mali	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Mali (Bamako)
ML	Mali	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Mali (Bamako)
ML	Mali	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MT	Malta	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MT	Malta	Feast of Saint Paul's Shipwreck	"Monday, February 10, 2025"	10-Feb-25	Feast of Saint Paul's Shipwreck is a public holiday in Malta
MT	Malta	Feast of Saint Joseph	"Wednesday, March 19, 2025"	19-Mar-25	Feast of Saint Joseph is a public holiday in Malta
MT	Malta	Freedom Day	"Monday, March 31, 2025"	31-Mar-25	Freedom Day is a national holiday in Malta
MT	Malta	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
MT	Malta	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
MT	Malta	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
MT	Malta	Bank Holiday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
MT	Malta	Labour Day/May Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MT	Malta	Mothers' Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
MT	Malta	Sette Giugno	"Saturday, June 7, 2025"	7-Jun-25	Sette Giugno is a national holiday in Malta
MT	Malta	Fathers' Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
MT	Malta	Feast of Saints Peter and Paul	"Sunday, June 29, 2025"	29-Jun-25	Feast of Saints Peter and Paul is a public holiday in Malta
MT	Malta	The Feast of Mary's Assumption	"Friday, August 15, 2025"	15-Aug-25	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.
MT	Malta	The Feast of Our Lady of Victories	"Monday, September 8, 2025"	8-Sep-25	The Feast of Our Lady of Victories is a national holiday in Malta
MT	Malta	Independence Day	"Sunday, September 21, 2025"	21-Sep-25	Independence Day is a national holiday in Malta
MT	Malta	Feast of the Immaculate Conception	"Monday, December 8, 2025"	8-Dec-25	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.
MT	Malta	Republic Day	"Saturday, December 13, 2025"	13-Dec-25	Republic Day is a national holiday in Malta
MT	Malta	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.
MT	Malta	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MT	Malta	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a observance in Malta
MT	Malta	Bank Holiday	"Friday, December 26, 2025"	26-Dec-25	Bank Holiday is a bank holiday in Malta
MT	Malta	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
MH	Marshall Islands	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MH	Marshall Islands	Remembrance Day observed	"Friday, February 28, 2025"	28-Feb-25	Remembrance Day is a public holiday in Marshall Islands
MH	Marshall Islands	Remembrance Day	"Saturday, March 1, 2025"	1-Mar-25	Remembrance Day is a public holiday in Marshall Islands
MH	Marshall Islands	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Marshall Islands (Majuro)
MH	Marshall Islands	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
MH	Marshall Islands	Constitution Day	"Thursday, May 1, 2025"	1-May-25	Constitution Day is a public holiday in Marshall Islands
MH	Marshall Islands	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Marshall Islands (Majuro)
MH	Marshall Islands	Fishermen's Day	"Friday, July 4, 2025"	4-Jul-25	Fishermen's Day is a public holiday in Marshall Islands
MH	Marshall Islands	Labor Day	"Friday, September 5, 2025"	5-Sep-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MH	Marshall Islands	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Marshall Islands (Majuro)
MH	Marshall Islands	Manit Day	"Friday, September 26, 2025"	26-Sep-25	Manit Day is a public holiday in Marshall Islands
MH	Marshall Islands	President's Day	"Monday, November 17, 2025"	17-Nov-25	President's Day is a public holiday in Marshall Islands
MH	Marshall Islands	Gospel Day	"Friday, December 5, 2025"	5-Dec-25	Gospel Day is a public holiday in Marshall Islands
MH	Marshall Islands	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Marshall Islands (Majuro)
MH	Marshall Islands	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MH	Marshall Islands	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
MQ	Martinique	New Year	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MQ	Martinique	Carnival / Shrove Monday	"Monday, March 3, 2025"	3-Mar-25	Carnival / Shrove Monday is a observance in Martinique
MQ	Martinique	Carnival / Shrove Tuesday / Pancake Day	"Tuesday, March 4, 2025"	4-Mar-25	Shrove Tuesday is a religious holiday before the fasting period of Lent. It is celebrated by eating pancakes and holding Carnival parades.
MQ	Martinique	Carnival / Ash Wednesday	"Wednesday, March 5, 2025"	5-Mar-25	Ash Wednesday marks the first day of Lent in western Christian churches.
MQ	Martinique	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Martinique (Fort-de-France)
MQ	Martinique	Laetare Sunday	"Sunday, March 30, 2025"	30-Mar-25	Laetare Sunday is a observance in Martinique
MQ	Martinique	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
MQ	Martinique	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
MQ	Martinique	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
MQ	Martinique	Labor Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MQ	Martinique	Victory Day	"Thursday, May 8, 2025"	8-May-25	Victory Day is a public holiday in Martinique
MQ	Martinique	Abolition Day	"Thursday, May 22, 2025"	22-May-25	Abolition Day is a public holiday in Martinique
MQ	Martinique	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.
MQ	Martinique	Whit Sunday	"Sunday, June 8, 2025"	8-Jun-25	"Many Christians all over the world annually observe Pentecost, also known as Whitsunday or Whit Sunday."
MQ	Martinique	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday, or Pentecost Monday, is a Christian holiday that falls on the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
MQ	Martinique	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Martinique (Fort-de-France)
MQ	Martinique	Bastille Day	"Monday, July 14, 2025"	14-Jul-25	Bastille Day is a public holiday in Martinique
MQ	Martinique	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.
MQ	Martinique	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Martinique (Fort-de-France)
MQ	Martinique	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."
MQ	Martinique	Armistice Day	"Tuesday, November 11, 2025"	11-Nov-25	Armistice Day is a public holiday in Martinique
MQ	Martinique	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Martinique (Fort-de-France)
MQ	Martinique	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MQ	Martinique	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
MR	Mauritania	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MR	Mauritania	Ramadan Start	"Saturday, March 1, 2025"	1-Mar-25	"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar."
MR	Mauritania	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Mauritania (Nouakchott)
MR	Mauritania	Eid ul-Fitr	"Sunday, March 30, 2025"	30-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
MR	Mauritania	Labor Day / May Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MR	Mauritania	Africa Day	"Sunday, May 25, 2025"	25-May-25	Africa Day is a public holiday in Mauritania
MR	Mauritania	Eid al-Adha	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.
MR	Mauritania	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Mauritania (Nouakchott)
MR	Mauritania	Muharram/Islamic New Year	"Friday, June 27, 2025"	27-Jun-25	Muharram is the first month of the Islamic calendar and a time of remembrance or mourning.
MR	Mauritania	Milad un Nabi (Mawlid)	"Friday, September 5, 2025"	5-Sep-25	"Mawlid, or Milad, marks the birth of the Islamic prophet Muhammed, or Mohamed, in the year 570 of the Gregorian calendar."
MR	Mauritania	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Mauritania (Nouakchott)
MR	Mauritania	Independence Day	"Friday, November 28, 2025"	28-Nov-25	Independence Day is a public holiday in Mauritania
MR	Mauritania	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Mauritania (Nouakchott)
MU	Mauritius	New Year	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MU	Mauritius	New Year (Day 2)	"Thursday, January 2, 2025"	2-Jan-25	New Year (Day 2) is a public holiday in Mauritius
MU	Mauritius	Chinese Spring Festival	"Wednesday, January 29, 2025"	29-Jan-25	Chinese Spring Festival is a public holiday in Mauritius
MU	Mauritius	Abolition of Slavery	"Saturday, February 1, 2025"	1-Feb-25	Abolition of Slavery is a public holiday in Mauritius
MU	Mauritius	Thaipoosam Cavadee	"Tuesday, February 11, 2025"	11-Feb-25	Thaipoosam Cavadee is a public holiday in Mauritius
MU	Mauritius	Maha Shivaratree	"Wednesday, February 26, 2025"	26-Feb-25	"Maha Shivratri is an annual festival dedicated to Shiva, the Hindu God of destruction. For devotees, is a day of reflection and meditation."
MU	Mauritius	Ramadan Start	"Saturday, March 1, 2025"	1-Mar-25	"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar."
MU	Mauritius	National Day	"Wednesday, March 12, 2025"	12-Mar-25	National Day is a public holiday in Mauritius
MU	Mauritius	Holi	"Friday, March 14, 2025"	14-Mar-25	"Holi is a spring festival of colors celebrated by Hindus, Sikhs and others. It celebrates the triumph of good over evil and the upcoming season of spring. The festival can last up to sixteen days."
MU	Mauritius	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Mauritius (Port Louis)
MU	Mauritius	Ougadi	"Sunday, March 30, 2025"	30-Mar-25	Ougadi is a public holiday in Mauritius
MU	Mauritius	Eid al-Fitr	"Tuesday, April 1, 2025"	1-Apr-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
MU	Mauritius	Labour Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MU	Mauritius	Mother's Day	"Sunday, May 25, 2025"	25-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
MU	Mauritius	Father's Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
MU	Mauritius	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Mauritius (Port Louis)
MU	Mauritius	Raksha Bandhan	"Saturday, August 9, 2025"	9-Aug-25	Raksha Bandhan is a Hindu festival that is celebrated on the full moon of the Hindu month of Shravana (Shravan Poornima). The day is also sometimes referred to as Brother and Sister Day because it honors the relationship between brother and sister.
MU	Mauritius	Janmashtami	"Friday, August 15, 2025"	15-Aug-25	"Krishna Janmashtami is a Hindu festival that celebrates the birth of Krishna, the eighth incarnation of the god Vishnu. It is celebrated on the eighth day of the Hindu month of Bhadrava (Bhadrapada), which is usually in August or September."
MU	Mauritius	Ganesh Chaturthi	"Thursday, August 28, 2025"	28-Aug-25	"Ganesh Chaturthi is the great Ganesha festival that celebrates the birthday of Lord Ganesha during the Hindu Month of Bhadra, which usually falls between mid-August and mid-September. It is also known as Vinayaka Chaturthi and can last up to 10 days."
MU	Mauritius	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Mauritius (Port Louis)
MU	Mauritius	Dussehra	"Thursday, October 2, 2025"	2-Oct-25	Dussehra is a Hindu holiday in Mauritius
MU	Mauritius	Divali	"Monday, October 20, 2025"	20-Oct-25	"Diwali, also known as the Festival of Lights, is one of the most popular Hindu festivals."
MU	Mauritius	All Saints Day	"Saturday, November 1, 2025"	1-Nov-25	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."
MU	Mauritius	Arrival of Indentured Labourers	"Sunday, November 2, 2025"	2-Nov-25	Arrival of Indentured Labourers is a public holiday in Mauritius
MU	Mauritius	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Mauritius (Port Louis)
MU	Mauritius	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
YT	Mayotte	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
YT	Mayotte	Mi'raj	"Tuesday, January 28, 2025"	28-Jan-25	"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night that the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned."
YT	Mayotte	Ramadan Start	"Sunday, March 2, 2025"	2-Mar-25	"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar."
YT	Mayotte	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Mayotte (Mamoudzou)
YT	Mayotte	Eid al-Fitr	"Monday, March 31, 2025"	31-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
YT	Mayotte	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
YT	Mayotte	Abolition Day	"Sunday, April 27, 2025"	27-Apr-25	Abolition Day is a public holiday in Mayotte
YT	Mayotte	Labour Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
YT	Mayotte	Victory Day	"Thursday, May 8, 2025"	8-May-25	Victory Day is a public holiday in Mayotte
YT	Mayotte	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.
YT	Mayotte	Eid al-Adha	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.
YT	Mayotte	Whit Sunday	"Sunday, June 8, 2025"	8-Jun-25	"Many Christians all over the world annually observe Pentecost, also known as Whitsunday or Whit Sunday."
YT	Mayotte	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday, or Pentecost Monday, is a Christian holiday that falls on the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
YT	Mayotte	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Mayotte (Mamoudzou)
YT	Mayotte	French National Day	"Monday, July 14, 2025"	14-Jul-25	French National Day is a public holiday in Mayotte
YT	Mayotte	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.
YT	Mayotte	The Prophet's Birthday	"Friday, September 5, 2025"	5-Sep-25	"Mawlid, or Milad, marks the birth of the Islamic prophet Muhammed, or Mohamed, in the year 570 of the Gregorian calendar."
YT	Mayotte	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Mayotte (Mamoudzou)
YT	Mayotte	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."
YT	Mayotte	Armistice Day	"Tuesday, November 11, 2025"	11-Nov-25	Armistice Day is a public holiday in Mayotte
YT	Mayotte	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Mayotte (Mamoudzou)
YT	Mayotte	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MX	Mexico	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day, on January 1, is the first day of the year."
MX	Mexico	Day of the Holy Kings	"Monday, January 6, 2025"	6-Jan-25	The Day of the Holy Kings is a Christian celebration when children in Mexico receive gifts from the three wise men.
MX	Mexico	Candlemas	"Sunday, February 2, 2025"	2-Feb-25	Candlemas is also known as the Feast of Presentation of the Lord. It is on February 2 every year.
MX	Mexico	Constitution Day	"Monday, February 3, 2025"	3-Feb-25	Mexicoâ€™s Constitution Day is celebrated on the first Monday in February to commemorate the Constitution of 1917.
MX	Mexico	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	Valentineâ€™s Day in Mexico is not just for romance â€“ it is also a time to show an appreciation for friends.
MX	Mexico	Flag Day	"Monday, February 24, 2025"	24-Feb-25	"Mexicoâ€™s Flag Day celebrates the national flag, which features vertical stripes of red, white and green with the national coat of arms in the middle of the white stripe."
MX	Mexico	Ash Wednesday	"Wednesday, March 5, 2025"	5-Mar-25	"Catholics in Mexico observe Ash Wednesday, which is the start of the Lenten fast that lasts for 40 days (excluding Sundays)."
MX	Mexico	Benito JuÃ¡rez's Birthday Memorial	"Monday, March 17, 2025"	17-Mar-25	Benito JuÃ¡rez Day (Natalicio de Benito JuÃ¡rez) is a national holiday in Mexico to honor the birthday of one the countryâ€™s greatest presidents.
MX	Mexico	Oil Expropriation Day	"Tuesday, March 18, 2025"	18-Mar-25	Oil Expropriation Day serves as a national reminder of when Mexican president LÃ¡zaro CÃ¡rdenas proclaimed the expropriation of all mineral and oil reserves in Mexico.
MX	Mexico	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Mexico (Mexico City)
MX	Mexico	Benito JuÃ¡rez's Birthday Memorial	"Friday, March 21, 2025"	21-Mar-25	Benito JuÃ¡rez Day (Natalicio de Benito JuÃ¡rez) is a national holiday in Mexico to honor the birthday of one the countryâ€™s greatest presidents.
MX	Mexico	Palm Sunday	"Sunday, April 13, 2025"	13-Apr-25	"Christians in Mexico celebrate Palm Sunday, which honors Jesus Christâ€™s triumphal entry into Jerusalem."
MX	Mexico	Maundy Thursday	"Thursday, April 17, 2025"	17-Apr-25	"Mexicans observe Maundy Thursday as part of Holy Week (Semana Santa), which commemorates Jesusâ€™ last moments of life, his death, and resurrection."
MX	Mexico	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Mexicans observe Good Friday as the day Jesus died on the cross about 2000 years ago.
MX	Mexico	Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	"Mexicans observe Holy Saturday as part of Holy Week (Semana Santa), which commemorates Jesusâ€™ last moments of life, his death, and resurrection."
MX	Mexico	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	Easter Sunday is one of the most festive occasions of the year in Mexico â€“ it celebrates Jesus Christâ€™s resurrection.
MX	Mexico	Children's Day	"Wednesday, April 30, 2025"	30-Apr-25	Childrenâ€™s Day is a Mexican observance that honors and appreciates children.
MX	Mexico	Labor Day / May Day	"Thursday, May 1, 2025"	1-May-25	Mexicoâ€™s Labor Day is celebrated as a day off work and school on the first day of May.
MX	Mexico	Battle of Puebla (Cinco de Mayo)	"Monday, May 5, 2025"	5-May-25	Cinco de Mayo is an annual government and school holiday dedicated to the Mexican armyâ€™s victory of the Battle of Puebla.
MX	Mexico	Mothers' Day	"Saturday, May 10, 2025"	10-May-25	"Many Mexicans celebrate Mothersâ€™ Day as a festive family event in which mothers are given cards, flowers, and presents."
MX	Mexico	Teacher's Day	"Thursday, May 15, 2025"	15-May-25	Teachersâ€™ Appreciation Day is a festive event to honor teachers and other education workers in Mexico.
MX	Mexico	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Churches in Mexico commemorate the story of Jesus rising to heaven on Ascension Day.
MX	Mexico	Judicial Election Day	"Sunday, June 1, 2025"	1-Jun-25	Judicial Election Day is a national holiday in Mexico
MX	Mexico	Whit Sunday	"Sunday, June 8, 2025"	8-Jun-25	Whitsunday is a Christian holiday commemorating the story of the Holy Spirit descending on Jesusâ€™ disciples. It is also known as Pentecost.
MX	Mexico	Fathers' Day	"Sunday, June 15, 2025"	15-Jun-25	"Fathers and father figures receive cards, chocolates, and other presents on Fathersâ€™ Day in Mexico."
MX	Mexico	Corpus Christi	"Thursday, June 19, 2025"	19-Jun-25	"Churches throughout Mexico celebrate the Holy Eucharist, or the communion of bread and wine, during Corpus Christi."
MX	Mexico	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Mexico (Mexico City)
MX	Mexico	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	Catholic churches in Mexico celebrate the Assumption of Mary to honor the belief of the Virgin Maryâ€™s departure from earth to heaven.
MX	Mexico	Shout of Dolores	"Monday, September 15, 2025"	15-Sep-25	The day of the Cry of Dolores is an important event leading up to Mexicoâ€™s Independence Day celebrations.
MX	Mexico	Independence Day	"Tuesday, September 16, 2025"	16-Sep-25	Mexicoâ€™s Independence Day is a nationwide public holiday to celebrate the countryâ€™s freedom from Spanish rule.
MX	Mexico	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Mexico (Mexico City)
MX	Mexico	Day of Race	"Sunday, October 12, 2025"	12-Oct-25	Columbus Day is celebrated in Mexico in honor of an Italian explorer who came to the Americas during the 15th century.
MX	Mexico	Halloween	"Friday, October 31, 2025"	31-Oct-25	"Halloween is celebrated in Mexico on the last day of October, the day before All Saintsâ€™ Day."
MX	Mexico	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	All Saintsâ€™ Day is a religious observance in Mexico on November 1 to remember all the saints in the Catholic Church.
MX	Mexico	All Souls' Day	"Sunday, November 2, 2025"	2-Nov-25	"All Soulsâ€™ Day, popularly known as the Day of the Dead, is a bank holiday in Mexico to remember deceased relatives and friends on November 2."
MX	Mexico	Revolution Day Memorial	"Monday, November 17, 2025"	17-Nov-25	Revolution Day is held on the third Monday in November to commemorate the start of the Mexican revolution to overthrow the Porfirio Diaz dictatorship in 1910.
MX	Mexico	Christ the King Day	"Sunday, November 23, 2025"	23-Nov-25	Christ the King Day is a Christian observance that recognizes Jesusâ€™ power and authority in the Christian church.
MX	Mexico	Feast of the Immaculate Conception	"Monday, December 8, 2025"	8-Dec-25	Catholics in Mexico observe the Feast of the Immaculate Conception to honor the idea that the Virgin Maryâ€™s conception was pure and faultless.
MX	Mexico	Day of the Virgin of Guadalupe	"Friday, December 12, 2025"	12-Dec-25	"One of the most celebrated days in the Mexican calendar is the Day of Our Lady Guadalupe, which commemorates the belief that Jesusâ€™ mother appeared in Mexico in 1531."
MX	Mexico	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Mexico (Mexico City)
MX	Mexico	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	"Most Mexicans celebrate Christmas Eve on December 24 by attending church masses, visiting family and friends, and enjoying special Christmas dinners."
MX	Mexico	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is a public holiday across Mexico to celebrate the birth of Jesus Christ.
MX	Mexico	Day of the Holy Innocents	"Sunday, December 28, 2025"	28-Dec-25	The Catholic Church in Mexico observes the Day of the Holy Innocents in memory of when male babies in Bethlehem were executed by Herodâ€™s orders.
MX	Mexico	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve, on December 31, is the last day of the year."
FM	Micronesia	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
FM	Micronesia	Kosrae Constitution Day observed	"Friday, January 10, 2025"	10-Jan-25	Kosrae Constitution Day is a local holiday in Micronesia
FM	Micronesia	Kosrae Constitution Day	"Saturday, January 11, 2025"	11-Jan-25	Kosrae Constitution Day is a local holiday in Micronesia
FM	Micronesia	Yap Day observed	"Friday, February 28, 2025"	28-Feb-25	Yap Day is a local holiday in Micronesia
FM	Micronesia	Yap Day	"Saturday, March 1, 2025"	1-Mar-25	Yap Day is a local holiday in Micronesia
FM	Micronesia	International Women's Day in Pohnpei	"Saturday, March 8, 2025"	8-Mar-25	International Women's Day in Pohnpei is a local holiday in Micronesia
FM	Micronesia	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Micronesia (Palikir)
FM	Micronesia	Micronesia Culture Day	"Monday, March 31, 2025"	31-Mar-25	Micronesia Culture Day is a public holiday in Micronesia
FM	Micronesia	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
